Weight,Transport_Mode,Fare,Origin_Location,Origin_pincode,Destination_Location,Destination_pincode,Distance
15,Air,2023,Bhopal,462001,Vadodara,390001,566
15,Surface,561,Bhopal,462001,Vadodara,390001,566
15,Air,2023,Bhopal,462001,Faridabad,121001,719
15,Surface,561,Bhopal,462001,Faridabad,121001,719
15,Air,2023,Bhopal,462001,Ghaziabad,201001,698
15,Surface,561,Bhopal,462001,Ghaziabad,201001,698
15,Air,2023,Bhopal,462001,Rajkot,360001,1007
15,Surface,626,Bhopal,462001,Rajkot,360001,1007
15,Air,2023,Bhopal,462001,Meerut,250001,727
15,Surface,561,Bhopal,462001,Meerut,250001,727
15,Air,2023,Bhopal,462001,Amritsar,143001,1303
15,Surface,561,Bhopal,462001,Amritsar,143001,1303
7,Air,967,Bhopal,462001,Varanasi,221001,765
7,Surface,345,Bhopal,462001,Varanasi,221001,765
7,Air,1191,Bhopal,462001,Srinagar,190001,1607
7,Surface,417,Bhopal,462001,Srinagar,190001,1607
7,Air,967,Bhopal,462001,Aurangabad,431001,609
7,Surface,357,Bhopal,462001,Aurangabad,431001,609
7,Air,967,Bhopal,462001,Dhanbad,826001,1139
7,Surface,345,Bhopal,462001,Dhanbad,826001,1139
7,Air,967,Bhopal,462001,Ranchi,834001,1142
7,Surface,357,Bhopal,462001,Ranchi,834001,1142
7,Air,967,Bhopal,462001,Howrah,711101,1472
7,Surface,345,Bhopal,462001,Howrah,711101,1472
7,Air,967,Bhopal,462001,Coimbatore,641001,1584
7,Surface,345,Bhopal,462001,Coimbatore,641001,1584
7,Air,565,Bhopal,462001,Jabalpur,482001,315
7,Surface,281,Bhopal,462001,Jabalpur,482001,315
7,Air,565,Bhopal,462001,Gwalior,474001,423
7,Surface,272,Bhopal,462001,Gwalior,474001,423
7,Air,967,Bhopal,462001,Raipur,492001,667
7,Surface,345,Bhopal,462001,Raipur,492001,667
5,Air,587,Indore,452001,Hyderabad,500001,870
5,Surface,289,Indore,452001,Hyderabad,500001,870
5,Air,801,Indore,452001,Gangtok,737101,2155
5,Surface,321,Indore,452001,Gangtok,737101,2155
5,Air,587,Indore,452001,Ghandinagar,382010,910
5,Surface,272,Indore,452001,Ghandinagar,382010,910
5,Air,587,Indore,452001,Delhi,110001,810
5,Surface,270,Indore,452001,Delhi,110001,810
5,Air,587,Indore,452001,Dehradun,248001,1160
5,Surface,315,Indore,452001,Dehradun,248001,1160
5,Air,587,Indore,452001,Daman,396210,910
5,Surface,270,Indore,452001,Daman,396210,910
5,Air,587,Indore,452001,Bhubaneswar,751001,1480
5,Surface,270,Indore,452001,Bhubaneswar,751001,1480
5,Air,587,Indore,452001,Jaipur,302001,600
5,Surface,270,Indore,452001,Jaipur,302001,600
5,Air,587,Indore,452001,Kota,324001,570
5,Surface,270,Indore,452001,Kota,324001,570
5,Air,801,Indore,452001,Gangtok,737101,2155
5,Surface,321,Indore,452001,Gangtok,737101,2155
5,Air,587,Indore,452001,Chennai,600001,1560
5,Surface,334,Indore,452001,Chennai,600001,1560
6.5,Air,901,Indore,452001,Coimbatore,641001,1740
6.5,Surface,345,Indore,452001,Coimbatore,641001,1740
6.5,Air,901,Indore,452001,Hyderabad,500001,870
6.5,Surface,391,Indore,452001,Hyderabad,500001,870
6.5,Air,1092,Indore,452001,Agartala,799001,2900
6.5,Surface,425,Indore,452001,Agartala,799001,2900
6.5,Air,901,Indore,452001,Lucknow,226001,780
6.5,Surface,345,Indore,452001,Lucknow,226001,780
6.5,Air,901,Indore,452001,Kanpur,208001,820
6.5,Surface,345,Indore,452001,Kanpur,208001,820
6.5,Air,901,Indore,452001,Varanasi,221001,1050
6.5,Surface,345,Indore,452001,Varanasi,221001,1050
6.5,Air,901,Indore,452001,Dehradun,248001,1160
6.5,Surface,395,Indore,452001,Dehradun,248001,1160
6.5,Air,901,Indore,452001,Gairsain,246001,1200
6.5,Surface,434,Indore,452001,Gairsain,246001,1200
6.5,Air,901,Indore,452001,Kolkata,700001,1500
6.5,Surface,345,Indore,452001,Kolkata,700001,1500
6.5,Air,901,Indore,452001,New Delhi,110001,810
6.5,Surface,345,Indore,452001,New Delhi,110001,810
5.5,Air,769,Indore,452001,Amaravati,522007,1050
5.5,Surface,308,Indore,452001,Amaravati,522007,1050
5.5,Air,769,Indore,452001,Visakhapatnam,530001,1230
5.5,Surface,314,Indore,452001,Visakhapatnam,530001,1230
5.5,Air,933,Indore,452001,Itanagar,791111,2700
5.5,Surface,414,Indore,452001,Itanagar,791111,2700
5.5,Air,933,Indore,452001,Dispur,781005,1900
5.5,Surface,378,Indore,452001,Dispur,781005,1900
5.5,Air,769,Indore,452001,Patna,800001,1000
5.5,Surface,308,Indore,452001,Patna,800001,1000
5.5,Air,769,Indore,452001,Raipur,492001,900
5.5,Surface,308,Indore,452001,Raipur,492001,900
5.5,Air,769,Indore,452001,Panaji,403001,1200
5.5,Surface,308,Indore,452001,Panaji,403001,1200
5.5,Air,769,Indore,452001,Gandhinagar,382010,910
5.5,Surface,314,Indore,452001,Gandhinagar,382010,910
5.5,Air,769,Indore,452001,Ahmedabad,380001,870
5.5,Surface,314,Indore,452001,Ahmedabad,380001,870
5.5,Air,769,Indore,452001,Chandigarh,160017,1100
5.5,Surface,308,Indore,452001,Chandigarh,160017,1100
5.5,Air,933,Indore,452001,Shimla,171001,1140
5.5,Surface,373,Indore,452001,Shimla,171001,1140
5.5,Air,769,Indore,452001,Ranchi,834001,1200
5.5,Surface,314,Indore,452001,Ranchi,834001,1200
5.5,Air,769,Indore,452001,Bengaluru,560001,1400
5.5,Surface,340,Indore,452001,Bengaluru,560001,1400
5.5,Air,933,Indore,452001,Thiruvananthapuram,695001,2200
5.5,Surface,378,Indore,452001,Thiruvananthapuram,695001,2200
5.5,Air,933,Indore,452001,Kozhikode,673001,1750
5.5,Surface,378,Indore,452001,Kozhikode,673001,1750
5.5,Air,453,Indore,452001,Bhopal,462001,186
5.5,Surface,266,Indore,452001,Bhopal,462001,186
5.5,Air,769,Indore,452001,Mumbai,400001,590
5.5,Surface,340,Indore,452001,Mumbai,400001,590
5.5,Air,769,Indore,452001,Pune,411001,620
5.5,Surface,340,Indore,452001,Pune,411001,620
5.5,Air,769,Indore,452001,Nagpur,440001,450
5.5,Surface,308,Indore,452001,Nagpur,440001,450
5.5,Air,933,Indore,452001,Shillong,793001,2100
5.5,Surface,378,Indore,452001,Shillong,793001,2100
2,Air,253,Hyderabad,500001,Amaravati,522002,272
2,Surface,164,Hyderabad,500001,Amaravati,522002,272
7,Air,967,Hyderabad,500001,Visakhapatnam,530001,621
7,Surface,357,Hyderabad,500001,Visakhapatnam,530001,621
9,Air,1519,Hyderabad,500001,Itanagar,791111,2048
9,Surface,425,Hyderabad,500001,Itanagar,791111,2048
5,Air,801,Hyderabad,500001,Dispur,781005,1782
5,Surface,321,Hyderabad,500001,Dispur,781005,1782
8,Air,1099,Hyderabad,500001,Patna,800001,1383
8,Surface,398,Hyderabad,500001,Patna,800001,1383
3,Air,353,Hyderabad,500001,Raipur,492001,577
3,Surface,229,Hyderabad,500001,Raipur,492001,577
11,Air,1495,Hyderabad,500001,Panaji,403001,637
11,Surface,432,Hyderabad,500001,Panaji,403001,637
15,Air,2023,Hyderabad,500001,Gandhinagar,382010,1204
15,Surface,626,Hyderabad,500001,Gandhinagar,382010,1204
15,Air,2023,Hyderabad,500001,Ahmedabad,380001,1042
15,Surface,626,Hyderabad,500001,Ahmedabad,380001,1042
1,Air,151,Hyderabad,500001,Chandigarh,160017,1809
2,Surface,164,Hyderabad,500001,Chandigarh,160017,1809
3,Air,381,Hyderabad,500001,Shimla,171001,2006
4,Surface,312,Hyderabad,500001,Shimla,171001,2006
5,Air,587,Hyderabad,500001,Ranchi,834001,1174
6,Surface,314,Hyderabad,500001,Ranchi,834001,1174
7,Air,967,Hyderabad,500001,Bengaluru,560001,569
8,Surface,398,Hyderabad,500001,Bengaluru,560001,569
9,Air,1519,Hyderabad,500001,Thiruvananthapuram,695001,1166
10,Surface,425,Hyderabad,500001,Thiruvananthapuram,695001,1166
11,Air,1847,Hyderabad,500001,Kozhikode,673001,1008
12,Surface,501,Hyderabad,500001,Kozhikode,673001,1008
13,Air,1759,Hyderabad,500001,Bhopal,462001,810
14,Surface,670,Hyderabad,500001,Bhopal,462001,810
15,Air,2023,Hyderabad,500001,Indore,452001,678
16,Surface,668,Hyderabad,500001,Indore,452001,678
17,Air,2287,Hyderabad,500001,Mumbai,400001,711
18,Surface,668,Hyderabad,500001,Mumbai,400001,711
19,Air,2551,Hyderabad,500001,Pune,411001,545
20,Surface,668,Hyderabad,500001,Pune,411001,545
21,Air,2815,Hyderabad,500001,Nagpur,440001,501
22,Surface,796,Hyderabad,500001,Nagpur,440001,501
25,Air,4143,Hyderabad,500001,Shillong,793001,2039
26,Surface,1022,Hyderabad,500001,Shillong,793001,2039
27,Air,4808,Hyderabad,500001,Aizawl,796001,2303
28,Surface,1095,Hyderabad,500001,Aizawl,796001,2303
31,Air,4298,Hyderabad,500001,Bhubaneswar,751001,1056
32,Surface,1593,Hyderabad,500001,Bhubaneswar,751001,1056
1,Air,151,Hyderabad,500001,Jaipur,302001,1169
2,Surface,164,Hyderabad,500001,Jaipur,302001,1169
3,Air,353,Hyderabad,500001,Kota,324001,1080
4,Surface,272,Hyderabad,500001,Kota,324001,1080
5,Air,801,Hyderabad,500001,Gangtok,737101,2050
6,Surface,378,Hyderabad,500001,Gangtok,737101,2050
7,Air,697,Hyderabad,500001,Chennai,600001,627
8,Surface,398,Hyderabad,500001,Chennai,600001,627
9,Air,1231,Hyderabad,500001,Coimbatore,641001,1004
10,Surface,398,Hyderabad,500001,Coimbatore,641001,1004
11,Air,1847,Hyderabad,500001,Agartala,799001,2222
12,Surface,501,Hyderabad,500001,Agartala,799001,2222
13,Air,1759,Hyderabad,500001,Lucknow,226001,1292
14,Surface,584,Hyderabad,500001,Lucknow,226001,1292
15,Air,2023,Hyderabad,500001,Kanpur,208001,1308
16,Surface,668,Hyderabad,500001,Kanpur,208001,1308
17,Air,2287,Hyderabad,500001,Varanasi,221001,1422
18,Surface,668,Hyderabad,500001,Varanasi,221001,1422
19,Air,2551,Hyderabad,500001,Dehradun,248001,1710
20,Surface,668,Hyderabad,500001,Dehradun,248001,1710
21,Air,2815,Hyderabad,500001,Gairsain,246429,1846
22,Surface,886,Hyderabad,500001,Gairsain,246429,1846
23,Air,3343,Hyderabad,500001,Kolkata,700001,1479
24,Surface,842,Hyderabad,500001,Kolkata,700001,1479
25,Air,3748,Hyderabad,500001,New Delhi,110001,1404
26,Surface,900,Hyderabad,500001,New Delhi,110001,1404
1,Air,165,Shillong,793001,Amaravati,522002,2048
2,Surface,175,Shillong,793001,Amaravati,522002,2048
3,Air,381,Shillong,793001,Visakhapatnam,530001,1621
4,Surface,489,Shillong,793001,Visakhapatnam,530001,1621
5,Air,854,Shillong,793001,Itanagar,791111,481
6,Surface,448,Shillong,793001,Itanagar,791111,481
7,Air,1171,Shillong,793001,Dispur,781005,100
8,Surface,532,Shillong,793001,Dispur,781005,100
9,Air,1519,Shillong,793001,Patna,800001,1139
10,Surface,545,Shillong,793001,Patna,800001,1139
11,Air,1847,Shillong,793001,Raipur,492001,1208
12,Surface,630,Shillong,793001,Raipur,492001,1208
13,Air,2175,Shillong,793001,Panaji,403001,2414
14,Surface,728,Shillong,793001,Panaji,403001,2414
15,Air,2503,Shillong,793001,Gandhinagar,382010,2200
16,Surface,824,Shillong,793001,Gandhinagar,382010,2200
17,Air,2831,Shillong,793001,Ahmedabad,380001,2136
18,Surface,917,Shillong,793001,Ahmedabad,380001,2136
19,Air,3159,Shillong,793001,Chandigarh,160017,2047
20,Surface,945,Shillong,793001,Chandigarh,160017,2047
21,Air,3487,Shillong,793001,Shimla,171001,2031
22,Surface,1033,Shillong,793001,Shimla,171001,2031
23,Air,3815,Shillong,793001,Ranchi,834001,1029
24,Surface,1119,Shillong,793001,Ranchi,834001,1029
25,Air,4143,Shillong,793001,Bengaluru,560001,2643
0.5,Surface,71,Shillong,793001,Bengaluru,560001,2643
1,Air,165,Shillong,793001,Thiruvananthapuram,695001,3008
2,Surface,175,Shillong,793001,Thiruvananthapuram,695001,3008
3,Air,381,Shillong,793001,Kozhikode,673001,2787
4,Surface,312,Shillong,793001,Kozhikode,673001,2787
1,Air,165,Shillong,793001,Bhopal,462001,2045
2,Surface,175,Shillong,793001,Bhopal,462001,2045
3,Air,381,Shillong,793001,Indore,452001,2044
4,Surface,312,Shillong,793001,Indore,452001,2044
5,Air,863,Shillong,793001,Mumbai,400001,2430
6,Surface,378,Shillong,793001,Mumbai,400001,2430
4,Air,489,Shillong,793001,Pune,411001,2166
7,Surface,435,Shillong,793001,Pune,411001,2166
8,Air,1355,Shillong,793001,Nagpur,440001,1896
9,Surface,516,Shillong,793001,Nagpur,440001,1896
12,Air,2011,Shillong,793001,Aizawl,796001,135
13,Surface,848,Shillong,793001,Aizawl,796001,135
14,Air,2339,Shillong,793001,Kohima,797001,245
15,Surface,961,Shillong,793001,Kohima,797001,245
16,Air,2667,Shillong,793001,Bhubaneswar,751001,1109
17,Surface,876,Shillong,793001,Bhubaneswar,751001,1109
18,Air,2995,Shillong,793001,Jaipur,302001,2029
19,Surface,945,Shillong,793001,Jaipur,302001,2029
20,Air,3323,Shillong,793001,Kota,324001,1918
21,Surface,989,Shillong,793001,Kota,324001,1918
22,Air,3651,Shillong,793001,Gangtok,737101,586
23,Surface,1410,Shillong,793001,Gangtok,737101,586
4,Air,489,Shillong,793001,Chennai,600001,2679
5,Surface,973,Shillong,793001,Chennai,600001,2679
6,Air,1012,Shillong,793001,Coimbatore,641001,3004
7,Surface,427,Shillong,793001,Coimbatore,641001,3004
8,Air,1355,Shillong,793001,Hyderabad,500001,1993
9,Surface,532,Shillong,793001,Hyderabad,500001,1993
10,Air,1683,Shillong,793001,Agartala,799001,577
11,Surface,736,Shillong,793001,Agartala,799001,577
12,Air,2011,Shillong,793001,Lucknow,226001,1307
13,Surface,679,Shillong,793001,Lucknow,226001,1307
14,Air,2339,Shillong,793001,Kanpur,208001,1283
15,Surface,777,Shillong,793001,Kanpur,208001,1283
16,Air,2667,Shillong,793001,Varanasi,221001,1276
17,Surface,870,Shillong,793001,Varanasi,221001,1276
5,Air,854,Shillong,793001,Dehradun,248001,1876
4,Surface,312,Shillong,793001,Dehradun,248001,1876
